employee_id,employee_name,age,gender,blood_group,department,designation,division,basic_salary,bonus,total_salary,phone,join_date,attendance_pct,email,nid,experience_yrs
EMP01206,Sumaiya Uddin,39,Male,B-,Cuttng,Trainee,Gazipur,6174,650,6824,01867557861,2021-08-20,87.8,sumaiya.uddin13@gmail.com,5917298646687,12.9
EMP01207,Fatema Hossain,19,Male,B-,Embroidery,Supervisor,Dhaka,"৳19,980",1221,20703,01811532487,2020-06-26,79.9,fatema.hossain66@gmail.com,2232233101,13.8
EMP01208,Rashid Talukder,54,Female,O-,STORE,Operator,GAZIPUR,12958,1131,14089,01918815479,2020-09-16,90.9,rashid.talukder24@gmail.com,2653384000889,7.5
EMP01209,Abdul Karim Hossain,51,Male,O+,maintenance,Trainee,N.ganj,"৳6,808",944,7752,01897824206,2021-10-06,83.2,abdul.hossain52@gmail.com,9218116695032,4.5
EMP01210,Anwar Khatun,38,Female,A+,CUTTING,Asst. Manager,Chattogram,53649,7861,61510,01750046248,13/01/22,78.3,anwar.khatun85@gmail.com,3014331282409,10.6
EMP01211,Lovely Islam,22,,AB+,Sewing,Senior Operator,Khulna,17576,1566,19142,01725819665,2018/01/23,99.0,lovely.islam32@gmail.com,7486331116,10.9
EMP01212,Sohel Hawladar,18,Male,B-,Washing,Supervisor,Rajshahi,24356.00,1243,25599,01883180388,07/11/22,80.8,sohel.hawladar65@gmail.com,6243414427451,2.9
EMP01213,  LOVELY SARKER  ,41,Female,A-,Cutting,Operator,Rajshahi,11672,1484,13156,01731867339,2021-12-16,93.4,lovely.sarker39@gmail.com,3646079645958,13.7
EMP01214,Kulsum Ali,41,Male,O-,Cuttng,Machine Mechanic,Sylhet,16638.00,998,17636,01913600484,"October 06, 2020",79.8,kulsum.ali45@gmail.com,9802152385730,6.8
EMP01215,Abdul Karim Talukder,26,Female,B-,Admin,Quality Inspector,chattogram,12763,1444,14207,01770158806,2021-04-24,84.6,abdul.talukder34@gmail.com,8978148079455,11.5
EMP01216,Belal Islam,21,Male,A+,store,Asst. Manager,narayanganj,37622.00,4750,42372,01740306132,2022-04-07,79.4,belal.islam75@gmail.com,8395037088314,11.2
EMP01217,NASRIN BISWAS,49,Female,B-,Store,Line Chief,Narayanganj,24602,2673,27275,+8801782665652,2021/12/06,77.3,nasrin.biswas45@gmail.com,1345259607834,12.8
EMP01218,hasina khan,55,Female,O+,Store,Operator,Rajshahi,11948,726,12674,01870340934,18/09/20,84.1,hasina.khan87@gmail.com,,6.3
EMP01219,Rashid Khan,47,Female,O+,Maintenance,Machine Mechanic,Narayanganj,13721,1482,15233,+8801956825183,2021/05/31,93.5,rashid.khan2@gmail.com,,5.7
EMP01220,ANWAR BISWAS,44,Female,O-,Admin,Supervisor,Narayanganj,"৳23,804",3310,27114,,18-06-2020,80.1,anwar.biswas73@gmail.com,3540070579280,5.6
EMP01221,Amena Islam,46,Male,O+,Admn,Supervisor,Gazipur,"৳21,858",2010,23868,01997665389,2019-01-19,97.9,amena.islam37@gmail.com,3882789420269,50
EMP01222,Sharmin Mondal,27,Female,AB+,Quality Ctrl,Operator,Narayanganj,13828,1922,15750,01940409144,2022/09/06,92.0,,4354930014727,5.1
E-1223,Shirina Talukder,26,Female,AB+,Embroidery,Line Chief,Narayanganj,27903,3587,31490,01984582978,2022-10-31,83.4,shirina.talukder69@gmail.com,6995547063460,3.7
EMP01224,Sumaiya Khatun,28,Female,A+,Maintenance,Operator,Sylhet,11547,1698,13245,01884776832,"January 18, 2020",96.5,sumaiya.khatun55@gmail.com,1482740955619,10.2
E-1225,Abdul Karim Ali,25,Male,O-,Admin,Supervisor,Dhaka,21341,3097,24087,+8801980394979,08-05-2022,94.4,abdul.ali21@gmail.com,9742489230117,3.0
EMP01226,Rubel Begum,37,Male,B-,Packing,Supervisor,Narayanganj,23764,1461,25225,01782732852,2018-01-18,88.9,rubel.begum1@gmail.com,1079332372647,0.3
EMP01227,FATEMA BISWAS,49,Male,O+,Sewing,Supervisor,KHULNA,18608,1484,20092,01881112215,11/07/19,87.5,fatema.biswas18@gmail.com,2201285929031,0.8
EMP01228,Mofiz Sheikh,47,Male,O+,Embroidery,Supervisor,NARAYANGANJ,22647 taka,1519,24166,01774596503,2018-04-15,88.4,mofiz.sheikh99@gmail.com,6142543247639,11.0
EMP01229,Jamal Ali,50,Female,AB-,Sewing,Machine Mechanic,Sylhet,17642,969,18611,01889781530,2018/06/30,78.8,jamal.ali18@gmail.com,9540118709121,1.1
EMP01230,nasrin sarker,24,Female,B+,Maintenance,,Khulna,21750,2413,24163,01792869403,01/10/22,78.2,nasrin.sarker10@gmail.com,3300261893700,0.7
EMP01231,Shirina Khan,33,Male,A-,Maintenance,Line Chief,Dhaka,29426,3194,32620,01881877114,01-11-2020,99.1,shirina.khan81@gmail.com,7545137402733,13.7
EMP01232,Sumaiya Begum,46,Female,B-,Embroidery,Helper,Narayanganj,7578,1072,8650,01965303799,2019-09-05,79.0,sumaiya.begum17@gmail.com,4127037225215,4.5
EMP01233,  Anwar Mondal  ,5,Female,O-,Store,Floor In-charge,Dhaka,35409.00,4000,39409,01976492451,"December 03, 2019",79.1,anwar.mondal49@gmail.com,9381035556759,1.7
EMP01234,Belal Mondal,20,Female,A+,PACKING,Helper,Khulna,"৳7,320",580,7900,01914103194,"April 05, 2021",93.0,belal.mondal73@gmail.com,1164441758485,9.0
EMP01235,Nadia Biswas,48,Male,O+,WASHING,Floor In-charge,Dhaka,0,2026,,+8801940994750,2018/03/09,76.3,nadia.biswas98@gmail.com,5724281339580,13.8
EMP01236,Mamun Miah,47,Female,O+,cutting,Line Chief,DHAKA,25091,2487,27578,01911711039,10/11/22,97.0,mamun.miah82@gmail.com,3213050168742,13.8
EMP01237,Kulsum Ali,35,Female,O-,Washing,Machine Mechanic,KHULNA,13293,1219,14512,01757367005,"April 30, 2020",81.2,kulsum.ali77@gmail.com,3921302797831,6.5
EMP01238,Roksana Biswas,33,Male,O+,Packing,Floor In-charge,Gazipur,"৳34,220",1841,36061,01870838563,26-07-2021,85.2,roksana.biswas83@gmail.com,6297033692780,
EMP01239,Faruk Islam,34,Male,O+,Quality Control,Line Chief,Sylhet,"৳22,047",1419,23466,01858812941,2021-12-15,95.3,faruk.islam35@gmail.com,6378142813426,14.3
EMP01240,Sharmin Khatun,35,Female,B-,Embroidery,Machine Mechanic,Chattogram,13500,1612,15112,01778577376,"November 16, 2019",77.5,sharmin.khatun29@gmail.com,1344655119515,14.0
EMP01241,Kulsum Hossain,31,Female,B-,Washing,Helper,Gazipur,7370.00,384,7754,+8801971557118,13/03/21,78.9,kulsum.hossain31@gmail.com,7099842053474,0.7
EMP01242,Fatema Sheikh,26,Female,A+,sewing dept,Supervisor,Dhaka,21990,1219,23618,01830-385722,"April 18, 2021",78.8,fatema.sheikh83@gmail.com,6264234485735,14.2
EMP01243,Belal Hossain,28,Male,B-,Cutting,Senior Operator,Khulna,13717,1743,15460,01956339922,04/06/18,97.6,belal.hossain45@gmail.com,5680628547,9.2
EMP01244,Mofiz Talukder,48,Male,AB+,cutting,Machine Mechanic,Gazipur,14932,2178,17110,01843021771,2021-07-17,75.4,mofiz.talukder56@gmail.com,3359700204027,12.7
EMP01245,Fatema Sarker,45,Female,AB-,Maintenance,Line Chief,Gazipur,21198,1386,22584,01997527547,2019/10/06,85.5,fatema.sarker58@gmail.com,6381926222456,2.8
EMP01246,Jamal Biswas,20,Male,B+,Embrodiery,Operator,Khulana,"৳13,856",1870,15726,01878913320,"February 09, 2022",88.1,jamal.biswas72@gmail.com,4644683034386,0.6
EMP01247,Belal Sarker,53,Male,AB-,Cutting,Asst. Manager,Dhaka,52283,4461,56744,01914722392,2020-05-11,91.5,belal.sarker49@gmail.com,3820756980763,5.7
EMP01248,মফিজ Talukder,27,Female,O+,Sewing,Operator,Rajshahi,10282,713,10995,01812381373,08/03/19,86.7,roksana.uddin29@gmail.com,4906416496575,0.7
EMP01249,BELAL KHATUN,55,Female,O+,Store,Trainee,Narayanganj,7287,664,7951,01845357710,2018-06-12,89.1,belal.khatun56@gmail.com,8904534503840,5.6
EMP01250,Shirina Akter,45,Male,O-,store,Senior Operator,Chattogram,13372,1907,14970,01788-996698,03-07-2018,98.3,shirina.akter3@gmail.com,1570027025179,2.0
EMP01251,Faruk Hawladar,31,Male,B+,WASHING,Asst. Manager,Sylhet,47403,5629,52952,01824459435,12-09-2020,84.3,faruk.hawladar71@gmail.com,1219703464015,12.8
EMP01252,Habib Hossain,36,Male,O-,Sew,Supervisor,Sylhet,16513,1756,18269,01894704459,2021-02-01,86.5,habib.hossain67@gmail.com,9416031374337,2.0
EMP01253,Belal Begum,30,Male,AB+,Embrodiery,Helper,chattogram,8625,682,9036,01940336616,2019-10-03,99.6,belal.begum63@gmail.com,5890738829073,1.6
EMP01254,রোকসানা Sheikh,,Male,AB-,Embroidery,Line Chief,Sylhet,25885,3361,29246,01770712265,2018-11-18,94.4,anwar.khatun81@gmail.com,1980988657116,0.1
EMP01255,Habib Ali,36,Female,A-,sewing,Supervisor,Dhaka,"৳19,022",2024,21046,01994427432,2018-03-31,79.2,habib.ali65@gmail.com,6922811322125,1.0
EMP01256,BELAL SHEIKH,25,Female,B-,Sewing,Trainee,Narayanganj,7740,878,8618,01821126328,2018-03-10,83.2,belal.sheikh61@gmail.com,5960076385457,4.5
EMP01257,Habib Miah,34,Female,A-,Finishing,Supervisor,Narayanganj,22437,3070,25507,01859256735,26/04/19,76.0,habib.miah10@gmail.com,2936478293726,13.7
EMP01258,Abdul Karim Biswas,42,Female,A-,Finishin,Asst. Manager,Gazipur,35209,2061,37500,01986217000,2019-06-25,95.8,abdul.biswas16@gmail.com,2794569704059,12.2
E-1259,Lovely Khan,27,Male,B-,Washing,Asst. Manager,GAZIPUR,36483.00,2779,39262,01779211878,30-07-2019,77.6,lovely.khan72@gmail.com,2823786944139,4.7
EMP01260,Selim Talukder,38,Female,A+,cutting,Helper,Dhaka,7237,623,7860,01870832218,03/01/18,77.5,selim.talukder85@gmail.com,9855438853985,6.9
EMP01261,Jamal Begum,34,Female,A+,Sewing,Helper,CTG,8653,717,9370,01845933985,25-08-2020,75.7,jamal.begum28@gmail.com,8915355685916,4.0
EMP01262,Lovely Sarker,46,Female,AB+,ADMIN,Machine Mechanic,Khulana,16984,1165,18149,+8801710578075,2021-07-14,95.8,lovely.sarker3@gmail.com,3951605237966,6.4
EMP01263,Rashid Akter,53,Female,O+,Quality Control,Senior Operator,Gazipur,16248,1472,17720,01732-245731,12-11-2019,83.1,rashid.akter51@gmail.com,7833453822391,14.0
EMP01264,Md. Rahim Miah,51,Male,B-,PACKING,Floor In-charge,Sylhet,29450,2994,32444,01824297366,2020-08-15,75.6,md..miah7@gmail.com,1070731820600,11.3
EMP01265,Rashid Islam,54,Female,A+,quality control,Floor In-charge,Sylhet,26691,2515,29206,01747316822,"March 21, 2021",90.4,rashid.islam22@gmail.com,2636047161419,4.0
EMP01266,Hasina Begum,55,Female,AB-,Washing,Line Chief,Narayanganj,24964,2265,27229,01740710598,2021-12-07,89.2,hasina.begum14@gmail.com,1466775783116,12.3
E-1267,Nasrin Ali,21,Female,O-,Washng,Helper,Chattogram,8264,505,8769,01723927190,2022-02-23,99.9,nasrin.ali28@gmail.com,6338081936759,11.5
EMP01268,Rubel Talukder,49,Male,O-,finishing,Quality Inspector,Khulana,14858,1105,15963,01962079201,2021-06-27,88.8,rubel.talukder85@gmail.com,5587422308398,10.5
EMP01269,Kulsum Hossain,25,Female,B-,ADMIN,Helper,NARAYANGANJ,8566.00,907,9473,01872076710,2018/07/27,90.2,kulsum.hossain16@gmail.com,7833814527966,2.0
EMP01270,Md. Rahim Sheikh,30,Male,A-,Admin,Trainee,khulna,7913,945,8858,01898935572,"July 06, 2020",99.4,md..sheikh83@gmail.com,7345073974918,7.3
EMP01271,Kulsum Khatun,26,Male,AB-,Quality Control,Quality Inspector,Gazipur,15256,2035,17291,01793367727,2021-08-21,98.1,kulsum.khatun50@gmail.com,5708757547909,0.1
EMP01272,Sharmin Begum,38,Male,A-,cut,Operator,Chattogram,12401,1397,13798,+8801710162044,2018-06-17,76.2,sharmin.begum95@gmail.com,4400599547773,8.0
EMP01273,HASINA SARKER,21,Male,O-,Embroidery,Machine Mechanic,Khulna,15916,1855,17771,01972572823,19-12-2020,98.7,hasina.sarker32@gmail.com,2234455166334,9.1
EMP01274,Habib Begum,26,Male,A+,Maintenance,Trainee,Dhaka,6042,340,6382,01735-445439,2021-07-13,85.3,habib.begum98@gmail.com,8677802901390,9.1
EMP01275,Nadia Uddin,55,Male,B+,qc,Line Chief,GAZIPUR,22414,1272,23686,01828778669,16-03-2021,94.7,nadia.uddin69@gmail.com,8077268762485,12.1
EMP01276,Sumaiya Khan,47,Female,B-,Embroidery,Machine Mechanic,Dhaka,14628,1109,15737,01994529490,2021-11-01,85.7,sumaiya.khan91@gmail.com,9922515411470,1.7
EMP01277,Sumaiya Begum,20,Female,AB-,Packing,Helper,Dkha,7527,440,7967,01998573777,15-11-2019,94.5,sumaiya.begum8@gmail.com,7837200727970,10.5
EMP01278,Roksana Mondal,21,Male,A-,Store,,RAJSHAHI,6351,923,7274,01833968273,2020-08-16,97.2,roksana.mondal51@gmail.com,4805437606596,2.2
EMP01279,Selim Uddin,18,Male,AB-,Packing,Senior Operator,khulna,"৳15,823",1512,17335,01887694485,2022-06-20,82.9,selim.uddin45@gmail.com,3571895667763,3.8
EMP01280,Rashid Hossain,48,Female,A-,CUTTING,Senior Operator,chattogram,16735,2440,19175,01731516803,06-08-2020,84.1,rashid.hossain72@gmail.com,3821149965517,3.1
EMP01281,MD. RAHIM MONDAL,41,Female,B-,sewing,Trainee,Chattogram,6814,721,7535,01724848585,2020-11-13,76.0,md..mondal61@gmail.com,2461159568400,2.6
EMP01282,Rashid Ali,36,Female,AB+,embroidery,Line Chief,Narayanganj,20107,2112,22219,01919-308637,2018-10-10,85.9,rashid.ali92@gmail.com,9620687269802,9.2
EMP01283,Nadia Mondal,22,Female,AB+,Quality Control,Asst. Manager,Sylhet,37646,3815,41191,01927300390,"June 20, 2021",78.2,nadia.mondal23@gmail.com,1223542982102,3.1
EMP01284,Md. Rahim Islam,38,Female,B-,finishing,Supervisor,dhaka,19119 taka,1481,20600,01925398534,24-07-2020,99.5,md..islam99@gmail.com,8903597522446,12.7
EMP01285,Shirina Miah,44,Male,AB+,Admin,Senior Operator,Narayanganj,14015,1049,15064,01847372680,2022-10-24,97.7,shirina.miah9@gmail.com,1334762066366,5.8
EMP01286,Nadia Sheikh,18,Female,B+,Packing,Machine Mechanic,Rajshahi,14376,1304,15680,+8801910482235,"October 20, 2018",89.7,nadia.sheikh38@gmail.com,3092060928916,5.4
EMP01287,Selim Hawladar,44,Male,B+,sewing,Machine Mechanic,Narayanganj,17986,1495,19481,01798672138,"November 24, 2018",94.8,selim.hawladar71@gmail.com,1845831310336,4.9
EMP01288,SHIRINA ALI,37,Male,AB-,store,Floor In-charge,Ghazipur,31628,3941,35569,,17-10-2021,77.2,shirina.ali43@gmail.com,3799357864892,12.3
EMP01289,Selim Uddin,46,Male,A+,Embroidery,,RAJSHAHI,"৳16,661",1719,18380,01858149856,2018-02-08,95.1,selim.uddin69@gmail.com,1122438775094,10.6
E-1290,Anwar Islam,22,Female,B+,Cutting,Trainee,Rajshahi,"৳7,636",968,8604,01753752963,15-09-2021,93.4,anwar.islam46@gmail.com,4451129106,6.6
EMP01291,Rashid Islam,23,Female,AB+,ADMIN,Machine Mechanic,Narayanganj,16853,1631,18484,01823969371,2018-10-20,,rashid.islam50@gmail.com,1686973976953,12.0
EMP01292,Sumaiya Talukder,25,Male,B+,Washing,Supervisor,Dhaka,22159,1711,23870,01978127214,05-06-2020,90.9,sumaiya.talukder67@gmail.com,4997418481039,0.1
EMP01293,  Amena Hossain  ,25,Male,B-,Embrodiery,Senior Operator,gazipur,17950,1605,19555,+8801975196261,2018-04-10,93.7,amena.hossain67@gmail.com,7204838862518,13.2
EMP01294,Habib Uddin,50,Male,A+,WASHING,Trainee,Narayanganj,6812,825,7637,01841838045,10/03/21,87.4,habib.uddin37@gmail.com,6498746526361,6.9
EMP01295,Mamun Sarker,25,Female,B-,Packing,Quality Inspector,Sylhet,16763,2131,18894,01870656290,2019-12-05,95.8,mamun.sarker73@gmail.com,1542845208094,14.1
EMP01296,Nasrin Hossain,50,Female,AB-,quality control,Line Chief,Khulna,27570,3537,31107,01878099812,2020-05-28,93.9,nasrin.hossain87@gmail.com,6804634897087,6.2
EMP01297,Shirina Begum,37,Female,A-,Embrodiery,Floor In-charge,Khulna,"৳32,255",4323,36578,01995472663,11/08/20,96.5,shirina.begum41@gmail.com,1449500921771,9.6
EMP01298,Md. Rahim Islam,42,Female,B+,Maintenance,Trainee,Dhaka,7195,1010,8205,01954698618,"April 17, 2020",92.1,md..islam6@gmail.com,4297366847277,3.4
EMP01299,Sohel Khan,28,Male,B-,Embroidery,Line Chief,Dhaka,22553,1249,23802,01874702529,14/10/18,87.2,sohel.khan38@gmail.com,6800835976860,13.3
EMP01300,ANWAR ALI,40,Female,AB-,Washing,Line Chief,Sylhet,21860,1518,23378,01946788371,2019/09/26,95.0,anwar.ali51@gmail.com,2894768276705,8.3
EMP01301,KULSUM TALUKDER,27,Male,A+,Admin,Senior Operator,GAZIPUR,16428,2249,18677,01861835328,2021-01-13,82.4,kulsum.talukder54@gmail.com,5369496579939,10.1
EMP01302,Mofiz Akter,39,Female,B-,Washing,Line Chief,Narayanganj,27023,2668,29933,01796726933,2021-01-08,78.4,mofiz.akter53@gmail.com,5621649880524,10.2
EMP01303,Nadia Miah,33,Female,AB-,Sewing,Trainee,Dhaka,6819,383,7202,01913135833,28/06/20,85.0,nadia.miah59@gmail.com,8593661635222,9.6
EMP01304,Rashid Miah,24,Male,A-,CUTTING,Line Chief,Gazipur,25068,2347,27415,01834470780,2020-09-01,93.2,rashid.miah71@gmail.com,4408696728974,10.3
E-1305,Sohel Sarker,22,Male,B+,Quality Control,Machine Mechanic,Gazipur,15095,792,15887,01815653750,"June 24, 2018",96.6,,9985695717651,3.5
EMP01306,Rashid Islam,21,Female,B-,Packing,Supervisor,Rajshai,24772,3551,28323,01731311013,08-05-2018,92.3,rashid.islam67@gmail.com,3946333945447,6.3
EMP01307,Anwar Uddin,44,Male,O+,Sewing,Quality Inspector,Sylhet,14654,1970,16624,01869050527,2020-05-03,78.9,anwar.uddin81@gmail.com,4111027955318,5.4
EMP01308,হাসিনা Begum,34,Female,O-,Maintenance,Floor In-charge,Gazipur,"৳38,278",3508,41786,01768247317,2020-09-07,77.2,jamal.islam79@gmail.com,9798300416783,9.1
EMP01309,Habib Uddin,51,,AB-,Packing,Supervisor,Rajshahi,22570,1398,23968,01776127947,2018-02-24,76.9,habib.uddin67@gmail.com,8464401931143,0.5
EMP01310,Belal Biswas,18,Male,A-,Embroidery,Trainee,Khulna,7627,430,8057,01745233307,2020-08-12,78.3,belal.biswas88@gmail.com,5189143440978,14.7
EMP01311,Sharmin Sarker,43,Male,O-,Packing,Senior Operator,narayanganj,17725,891,18791,01779-046488,2021/12/09,94.5,sharmin.sarker88@gmail.com,9548704564572,13.1
EMP01312,SUMAIYA AKTER,47,Female,O+,finish,Operator,Rajshahi,9449.00,1020,10469,01830356298,08/02/22,91.2,sumaiya.akter38@gmail.com,2462059626388,10.0
EMP01313,Selim Begum,54,Female,A+,Cutting,Operator,Narayanganj,9419 taka,1155,10574,01756709860,2018-01-25,91.6,selim.begum73@gmail.com,3875367025801,10.3
EMP01314,Mamun Ali,,Female,B-,admin,Supervisor,Chattogram,23755,2834,26589,01966674905,"September 21, 2021",83.0,mamun.ali96@gmail.com,8941341977473,11.2
E-1315,Mofiz Hawladar,42,Female,AB+,Finishing,Line Chief,dhaka,26626,3404,30030,01759175761,2019-03-09,,mofiz.hawladar25@gmail.com,9066972310800,14.1
EMP01316,Lovely Mondal,45,Male,AB-,qc,Floor In-charge,Narayanganj,33742,4726,38468,+8801876626284,21/04/22,94.2,lovely.mondal59@gmail.com,1818866864833,12.0
EMP01317,Faruk Hossain,50,Male,AB-,Admin,Asst. Manager,Khulna,46056,4149,50205,01844291528,"August 04, 2019",81.6,faruk.hossain4@gmail.com,4678367745148,2.7
EMP01318,monira mondal,46,Female,AB-,Quality Control,Line Chief,DHAKA,28488,2137,30625,01939-846331,19-10-2021,95.5,monira.mondal10@gmail.com,7280284845324,12.4
EMP01319,  Nadia Begum  ,47,Female,B+,Maintenance,Helper,Chattogram,8422.00,974,9396,01892704915,2020-05-07,99.2,nadia.begum64@gmail.com,1150900479229,5.0
EMP01320,Selim Hossain,54,Female,O-,Maintenance,Supervisor,Narayanganj,18308,2694,21002,+8801861888097,08/06/19,75.1,selim.hossain23@gmail.com,5361899527787,14.0
EMP01321,Sumaiya Islam,48,Female,AB-,Maintenance,Quality Inspector,Gazipur,15520.00,1607,17127,01793415614,2022-07-15,95.8,,8844430589621,13.0
EMP01322,  nadia khatun  ,47,Female,A-,Maintenance,Trainee,Gazipur,7207,997,8204,+8801747263528,2022/04/03,75.1,nadia.khatun79@gmail.com,4749436532134,6.2
EMP01323,হাসিনা Talukder,29,Male,AB+,Washng,Machine Mechanic,Rajshahi,17720,1954,19674,01948-432274,not recorded,94.7,md..biswas62@gmail.com,5263201901793,6.3
EMP01324,Sharmin Akter,41,,A+,Embroidery,Senior Operator,Chittagong,14114,1633,15747,01841147316,"November 18, 2019",77.6,sharmin.akter5@gmail.com,8907595441207,9.5
EMP01325,Hasina Ali,46,Female,B-,Quality Control,Operator,Dhaka,"৳10,443",1433,11876,01724111630,2019/12/23,78.3,hasina.ali10@gmail.com,2053999177,7.4
EMP01326,Roksana Uddin,21,Male,AB-,Store,Trainee,Narayanganj,7855,796,8651,01853768865,"February 11, 2020",92.7,roksana.uddin38@gmail.com,1506505889674,2.5
EMP01327,Shirina Sarker,26,Female,O+,Maintenance,Supervisor,Sylhet,22246,2968,25214,01991298449,2021-06-10,88.1,shirina.sarker40@gmail.com,8899675616632,13.3
EMP01328,Selim Khan,32,Female,O+,Sewing,Helper,Chattogram,8381,593,8974,01827015588,2020-06-04,94.7,selim.khan96@gmail.com,3393968380701,6.4
EMP01329,Shirina Biswas,27,Female,O-,Washing,Supervisor,Rajshahi,18450,1958,20408,+8801710973502,"August 30, 2022",85.2,shirina.biswas86@gmail.com,6576899183883,12.4
EMP01330,Mofiz Sarker,33,Female,AB-,Washing,Line Chief,Rajshahi,27420,2069,29489,01988384663,13/03/19,86.7,mofiz.sarker8@gmail.com,3215951947755,11.6
EMP01331,Kulsum Biswas,40,Female,B-,Finishing,Supervisor,KHULNA,18674,1573,20247,01970380282,2019-08-18,97.3,kulsum.biswas59@gmail.com,1681393293143,4.4
EMP01332,Sumaiya Sheikh,22,Female,O+,Store,Trainee,Khulna,6736,904,7640,01911-363545,2022-11-25,82.4,sumaiya.sheikh36@gmail.com,8587794722126,7.5
EMP01333,Kulsum Ali,22,Female,B+,finishing,Supervisor,Khulna,21411,2008,23419,01792538551,2018-01-22,,kulsum.ali41@gmail.com,5908468447545,14.4
EMP01334,Nadia Hossain,19,Male,A-,SEWING,Floor In-charge,Rajshahi,36770,4999,41769,01777720164,17/05/19,87.5,nadia.hossain98@gmail.com,9395843881,8.2
EMP01335,Kulsum Akter,21,Male,AB-,Embroidery,Trainee,KHULNA,6656 taka,637,7293,01871523286,2022-09-12,75.5,kulsum.akter82@gmail.com,8914146987301,7.4
EMP01336,Faruk Mondal,42,Female,AB-,Store,Senior Operator,Sylhet,16015,1350,17365,+8801755983437,2021-03-13,83.1,faruk.mondal84@gmail.com,7805930563234,2.0
EMP01337,Rubel Sarker,37,Female,B+,Cutting,Floor In-charge,Chattogram,36299,4498,40797,01770818211,2021-09-19,97.4,rubel.sarker68@gmail.com,,11.6
EMP01338,Fatema Sheikh,22,Male,A+,Washng,Senior Operator,Narayanganj,"৳13,758",893,14651,01928187342,2022-07-05,86.8,fatema.sheikh50@gmail.com,5612286815249,6.9
EMP01339,Md. Rahim Uddin,21,Male,B-,Maintnance,Supervisor,Sylhet,17500 taka,892,18392,01841346763,"December 09, 2021",82.2,md..uddin3@gmail.com,5409109807924,1.4
EMP01340,Rubel Begum,28,Male,B-,Maintenance,Operator,Sylhet,13683.00,1934,15617,01753609687,2018-07-01,82.6,rubel.begum2@gmail.com,4586786688314,12.0
EMP01341,Nasrin Biswas,50,Male,O-,qc,Quality Inspector,N.ganj,13755,1440,15195,01748970671,2018-06-28,95.5,nasrin.biswas15@gmail.com,3051997949169,2.3
EMP01342,Sohel Khan,31,Male,A-,ADMIN,Senior Operator,Ghazipur,13323,1366,14689,01960982086,18-05-2021,91.9,sohel.khan39@gmail.com,7342848803434,2.4
EMP01343,Sumaiya Hawladar,54,Male,A-,Admin,Senior Operator,Ghazipur,17203,2111,19314,01830348007,26-11-2021,80.8,sumaiya.hawladar56@gmail.com,8016370395538,7.3
EMP01344,Hasina Talukder,18,Male,A-,Cutting,Floor In-charge,Chattogram,37995,2036,40031,01737641369,24-07-2022,94.5,hasina.talukder3@gmail.com,5380806953755,4.1
EMP01345,Mofiz Khatun,49,Female,B+,washing,Asst. Manager,Chattogram,46362,3030,49392,01720098755,2021-12-19,95.6,mofiz.khatun97@gmail.com,6942145444,1.8
EMP01346,Md. Rahim Hawladar,50,Male,A+,Quality Control,Floor In-charge,Gazipur,28079,2468,30547,01863544468,2022-04-30,96.7,md..hawladar3@gmail.com,7073142444139,8.9
EMP01347,Mofiz Sheikh,33,Male,A+,Admin,Asst. Manager,Rajshai,51159,6355,57514,01976501852,2019-10-14,96.7,mofiz.sheikh9@gmail.com,4480731073358,3.7
EMP01348,Jamal Hossain,43,Male,O-,Quality Control,Operator,Narayanganj,13378 taka,1840,15218,01890500929,17/12/18,93.3,jamal.hossain74@gmail.com,4279176982580,2.1
EMP01349,Selim Talukder,41,Male,B-,Maintenance,Supervisor,gazipur,"৳17,844",2596,20440,01879710035,2022-05-20,96.5,selim.talukder97@gmail.com,8534382846848,7.4
EMP01350,Shirina Talukder,49,Female,AB-,Quality Control,Trainee,Gazipur,6400,471,6871,01951768682,07/06/19,85.3,shirina.talukder36@gmail.com,8578543927748,11.1
EMP01351,Rubel Hossain,49,Female,A+,Cutting,,Dhaka,"৳46,311",4979,51290,01744916487,11-09-2020,84.0,rubel.hossain39@gmail.com,2950359417848,11.2
EMP01352,Mofiz Hossain,29,Female,A+,Cutting,Line Chief,Rajshahi,21190,1310,22500,+8801760338642,2019-09-21,,mofiz.hossain67@gmail.com,3927482229635,6.0
EMP01353,Nasrin Miah,35,Male,O-,Washing,Line Chief,Sylhet,24043,3426,27469,,2022-05-15,99.7,nasrin.miah4@gmail.com,6103273288900,13.2
EMP01354,Sharmin Hossain,54,Male,B+,Washing,Quality Inspector,sylhet,"৳12,072",1329,13401,01830-110622,2020-04-27,98.9,sharmin.hossain67@gmail.com,9867483277,13.6
EMP01355,Sharmin Khan,,Male,AB+,Cutting,Floor In-charge,Gazipur,30322,4487,34809,01791142579,2021/04/14,89.3,sharmin.khan53@gmail.com,7347561732800,0.5
EMP01356,Sumaiya Begum,34,Male,O+,QC,Asst. Manager,narayanganj,41187,5408,46595,01775365936,"March 11, 2018",98.2,sumaiya.begum43@gmail.com,6899465723548,13.1
EMP01357,Sumaiya Hossain,34,Female,O+,Finishing,Machine Mechanic,Sylhet,"৳16,719",1632,18351,01773706533,2021-11-25,83.6,sumaiya.hossain65@gmail.com,2971441446150,6.2
EMP01358,Nasrin Talukder,35,Male,B+,Cutting,Floor In-charge,Dhaka,30128,3650,33778,01847379354,"February 02, 2021",97.7,nasrin.talukder66@gmail.com,9558177773142,10.8
